record_number,platform,source_dataset,source_product_id,product_url,title,brand,seller,observed_price,currency,source_category,product_type,weight_grams,dimensions,image_url,source_timestamp,estimate_status,manufacturing_category,product_archetype,match_basis,confidence,quantity_assumption,factory_cost_low_usd,factory_cost_base_usd,factory_cost_high_usd,packaging_base_usd,freight_base_usd,duty_assumption_percent,landed_cost_low_usd,landed_cost_base_usd,landed_cost_high_usd,marketplace_fee_rate_percent,fulfillment_assumption_usd,returns_allowance_rate_percent,total_selling_cost_base_usd,gross_profit_base_usd,gross_margin_base_percent,estimate_notes,description_excerpt,source_dataset_url,estimate_version
907,Amazon,Bright Data Amazon products sample,B0CZ87GYJT,https://www.amazon.com/dp/B0CZ87GYJT?th=1&psc=1&currency=USD&language=en_GB,"VEVOR Folding Adult Tricycle,Adult Folding Trikes, 3 Wheel Cruiser Bike with Large Basket & Adjustable Seat, Shopping Picnic Foldable Tricycles for Women, Men, Seniors",VEVOR,Ama███.co███,179.99,USD,Sports & Outdoors > Sports > Cycling > Bikes > Folding Bikes,Adult Folding Bikes,23405.3472,42.52 x 26.77 x 11.42 inches,https://m.media-amazon.com/images/I/710OzohGLdL._AC_SL1500_.jpg,2024-06-25 00:00:00.000,Estimated,Sports,Ball or simple sporting good,Broad source category: Sports & Outdoors > Sports > Cycling > Bikes > Folding Bikes,Low,1000,1.82,6.35,18.15,0.8,4.5,6,3.83,12.35,34.08,15.0,12.0,5.0,60.35,119.64,66.5,"Sport, materials, size, certification, and packaging affect cost. Tariff and freight assumptions are illustrative and require current validation.","Ride and Explore with Ease: Your Ultimate Travel Companion VEVOR 20-inch Foldable Adult Tricycle: Your companion for convenient and enjoyable travels! With foldable structure, sturdy frame, easy storage and comfortable riding, it's the perfect choice for commuting, shopping, or outdoor adventures, making it your ultimate companion for healthy travels. The ultimate companion for healthy travels, VEVOR 3-wheel adult tricycles features a foldable design, allowing you to store it in truck and take i",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
908,Amazon,Bright Data Amazon products sample,B08S454V79,https://www.amazon.com/Hemobllo-Pressure-Durable-Replacement-Extension/dp/B08S454V79?th=1&psc=1&currency=USD&language=en_GB,Pressure Washer Hose - M22-14mm/14mm High Pressure Hose Replacement 26FT 2320PSI Power Washer Hose Extension Hose for Power High Pressure Washer (NOT FOR M22 15mm Fittings),Hemobllo,Dep███et,32.49,USD,"Patio, Lawn & Garden > Outdoor Power Tools > Replacement Parts & Accessories > Pressure Washer Parts & Accessories > Hoses",,662.24432,314.96 x 0.59 x 0.59 inches,https://m.media-amazon.com/images/I/61Vi7y+S+4L._AC_SY300_SX300_.jpg,2024-04-15 00:00:00.000,Estimated,Generic,Assembled consumer product,"Broad accessories category: Patio, Lawn & Garden > Outdoor Power Tools > Replacement Parts & Accessories > Pressure Washer Parts & Accessories > Hoses",Low,1000,2.72,10.89,29.24,1,2.0,5,3.7,14.58,40.68,15.0,4.75,5.0,25.83,6.66,20.5,Insufficient specifications; use as a broad placeholder until a BOM or supplier match is available. Tariff and freight assumptions are illustrative and require current validation.,Features- Color: Black.- Material: Silicone- Size: About 10 x 2.3 x 4cm- Length: 8 Meters (26FT)- Washer end connection: M22 14mm Female Thread- Lance end connection: 14mm Female Thread- Scope of Application: This pressure washer hose is suitable for powered pressure washers and high-pressure electric washers with M22 14mm thread. Suitable for home cleaning or commercial use etc.- Specifications: Washer end connection: M22-14mm Female Thread. Lance end connection: 14mm Female Thread. PLEASE NOTE,https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
909,Amazon,Bright Data Amazon products sample,B09NM18BH3,https://www.amazon.com/PHF-Comforter-Queen-7-Set-Comfy-Pillowcase/dp/B09NM18BH3?th=1&psc=1&currency=USD&language=en_GB,"PHF 7 Pieces Queen Comforter Set, Bed in A Bag Comforter & 18"" Sheet Set All Season, Ultra Soft Comfy Bedding Sets with Comforter, Sheets, Pillowcases & Shams, Black",PHF,PHF███,47.99,USD,Home & Kitchen > Bedding > Comforters & Sets > Comforter Sets,,4449.73752,17.68 x 12.05 x 5.39 inches,https://m.media-amazon.com/images/I/717WUkUPvkL.__AC_SX300_SY300_QL70_FMwebp_.jpg,2024-03-17 00:00:00.000,Estimated,Home,"Pillow, cushion, or textile decor",Keyword/category match: pillow,Low,1000,3.42,7.51,16.39,0.65,1.44,7,4.66,10.28,22.46,15.0,12.0,5.0,31.87,16.12,33.6,"Fabric, fill, size, printing, and insert inclusion affect cost. Modifiers: 7-count/set adjustment. Tariff and freight assumptions are illustrative and require current validation.","Enjoy All Year Round Comfort Previous page Next page Previous page Next page 1 Quality and Durability 2 Easy Care 3 Bed in A Bag 4 Elaborate Design PHF Bedding Set Bedding Set 7 Pieces Add to Cart Bedding Set 3 Pieces Add to Cart Extra Soft Bedding Set Add to Cart Quilted Bedding Set Add to Cart Reversible Bedding Set Add to Cart Customer Reviews 4.4 out of 5 stars 1,117 4.6 out of 5 stars 52 4.6 out of 5 stars 52 4.4 out of 5 stars 451 4.5 out of 5 stars 358 Price $54.99$54.99 $24.99$24.99 $29.",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
910,Amazon,Bright Data Amazon products sample,B003E63HZM,https://www.amazon.com/Grohe-28146000-Relexaflex-Shower-Chrome/dp/B003E63HZM,"Grohe 28146000 Relexaflex Metal 79-in Shower Hose, Chrome",GROHE,Ama███.co███,68.9,USD,"Tools & Home Improvement > Rough Plumbing > Pipes, Pipe Fittings & Accessories > Tubing & Hoses",,490.0,8.86 x 7.87 x 1.77 inches,https://m.media-amazon.com/images/I/71+7U-NJnSL._AC_SY550_.jpg,2023-08-05 00:00:00.000,Estimated,Generic,Assembled consumer product,"Broad home category: Tools & Home Improvement > Rough Plumbing > Pipes, Pipe Fittings & Accessories > Tubing & Hoses",Low,1000,2.72,10.89,36.3,1,2.0,5,3.7,14.58,48.09,15.0,4.75,5.0,33.11,35.79,51.9,Insufficient specifications; use as a broad placeholder until a BOM or supplier match is available. Tariff and freight assumptions are illustrative and require current validation.,Product Description 79-in hose. Metal hand shower hose. Limited lifetime . From the Manufacturer Grohe Handshower Hose 25 597.,https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
911,Amazon,Bright Data Amazon products sample,B0BNCGV28T,https://www.amazon.com/dp/B0BNCGV28T?th=1&psc=1&currency=USD&language=en_GB,"Duvet Clips - Classic Linen - 20 Colors Available - Double Sided Pin Fasteners - Prevents Comforter from Shifting in Cover (Set of 4, White)",Primpins,Pri███ns,19.99,USD,Home & Kitchen > Bedding > Bedding Accessories > Sheet Fasteners,Sheet Fasteners,38.838815000000004,6.69 x 3.07 x 1.06 inches,https://m.media-amazon.com/images/I/71lREaWJOlL._AC_SL1500_.jpg,2024-07-08 00:00:00.000,Estimated,Home,Bedding or blanket,Keyword/category match: blanket,Low,1000,7.26,14.39,17.99,1.3,2.25,7,9.37,19.2,27.86,15.0,3.5,5.0,26.7,-6.71,-33.6,"Size, fiber, fill, quilting, thread count, and package volume affect cost. Tariff and freight assumptions are illustrative and require current validation.","Keep your comforter from shifting inside the cover, so you can get a better night's rest! Simply attach a Primpin to each corner of your bedding, to keep your duvet insert from moving and bunching inside the cover. Primpins duvet pins are also perfect for fastening flat sheets to blankets, quilts, or coverlets. Attach additional Primpins along the edges of your bedding for extra security. Primpins can be used with down or synthetic filling, and any size bed - CA King, King, Queen, Full, and Twin",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
912,Amazon,Bright Data Amazon products sample,B00CD774IE,https://www.amazon.com/Kohler-42352-KOHLER-K-42352-Handle/dp/B00CD774IE,KOHLER K-42352 Sink Handle,Kohler,Nor███Sho███Fau█████████,27.92,USD,Tools & Home Improvement > Rough Plumbing > Faucet Parts > Faucet Handles,,99.79024,2.15 x 2.15 x 2.38 inches,https://m.media-amazon.com/images/I/61nn0L-cLiL._AC_SX450_.jpg,2023-08-05 00:00:00.000,Estimated,Generic,Assembled consumer product,Broad home category: Tools & Home Improvement > Rough Plumbing > Faucet Parts > Faucet Handles,Low,1000,2.72,10.89,25.13,1,1.5,5,3.57,14.06,34.52,15.0,3.5,5.0,23.14,4.78,17.1,Insufficient specifications; use as a broad placeholder until a BOM or supplier match is available. Tariff and freight assumptions are illustrative and require current validation.,"Product Description Faucet handle, clear. Can be used to replace missing or damaged KOHLER sink and faucet handles. Easy installation. From the Manufacturer Faucet handle, clear. Can be used to replace missing or damaged KOHLER sink and faucet handles. Easy installation.",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
913,Amazon,Bright Data Amazon products sample,B093B1PR53,https://www.amazon.com/Alex-Evenings-Womens-Length-Jacket/dp/B01B5SKR9Y,Alex Evenings Women's 2 Piece Tea Length Jacket Dress with Sequin Beaded Trim,Alex Evenings Womens Dresses,Ama███.co███,212.88,USD,"Clothing, Shoes & Jewelry > Women > Clothing > Suiting & Blazers > Suit Sets",,,1 x 1 x 1 inches; 1 Pounds,https://m.media-amazon.com/images/I/711OHzQRqtL._AC_UY550_.jpg,2023-08-09 00:00:00.000,Estimated,Apparel,Casual jacket or coat,Keyword/category match: jacket,Low,1000,10.14,21.12,46.47,1.5,2.5,10,13.02,27.63,61.02,15.0,4.25,5.0,74.46,138.42,65.0,"Shell, insulation, waterproofing, lining, and hardware dominate. Tariff and freight assumptions are illustrative and require current validation.",Our 2 piece t-length jacket dress with sequin beaded trim is perfect evening attire for a wedding. Great for mother of the bride or guest of.,https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
914,Amazon,Bright Data Amazon products sample,B07W5TLD7C,https://www.amazon.com/Shoes-Girls-Sneakers-Flyknit-Lightweight/dp/B078K4XNXH,WETIKE Mesh Slip On Lightweight Running Sneakers,WETIKE,Mul███lob███Com██████,33.29,USD,"Clothing, Shoes & Jewelry > Boys > Shoes > Sneakers",,,11.02 x 7.87 x 5.91 inches; 2.2 Pounds,https://m.media-amazon.com/images/I/81psMHPgIiL._AC_UY695_.jpg,2023-08-09 00:00:00.000,Estimated,Footwear,Running or athletic shoe,Keyword/category match: running shoe,Low,1000,12.0,20.0,29.96,1.3,2.5,12,15.57,26.66,41.96,15.0,4.25,5.0,37.56,-4.27,-12.8,"Brand R&D, tooling, cushioning compounds, and quality standards excluded. Tariff and freight assumptions are illustrative and require current validation.","WETIKE Kids Shoes Mesh Sneaker Outdoor Athletic Slip on Casual Running Shoes Sock Shoes with wide width(Little Kid/Big Kid) Kids Shoes Specifications Fashion Color:Blue Black White Green Red Closure Type: Slip-on & Lace-up Gender & Crowd: Suit for boys & girls big/little kids teenagers Heel Type: No-Heel & Flat Occasion:School, outdoor, running, holiday, daily... Boys Shoes Sole Material: No slip PU rubber,high quality rubber make this sole more wear-resisting and non-slip.High performance molde",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
915,Amazon,Bright Data Amazon products sample,B0B1M1GQQW,https://www.amazon.com/Charger-Charging-Adapter-Android-Samsung/dp/B0B1M1GQQW,"USB Wall Charger, iPhone Charging Block 5 Pack, 2.1A Dual USB Power Adapter Android Charger Plug Cube for Samsung Galaxy A03S,A04S,A53,A33,A13,A12, Google Pixel 7 6 5, Moto G Pure,G Fast,G Power, LG",UorMe,UorMe,13.99,USD,Cell Phones & Accessories > Accessories > Chargers & Power Adapters > Wall Chargers,,4.9895119999999995,8.62 x 4.25 x 1.42 inches,https://m.media-amazon.com/images/I/61uWPWsj+0L._AC_SY300_SX300_.jpg,2023-08-25 00:00:00.000,Estimated,Electronics,Bluetooth speaker,Keyword/category match: bluetooth speaker,Low,1000,6.38,10.07,12.59,0.75,0.6,3,7.2,11.77,15.83,15.0,3.5,5.0,18.06,-4.07,-29.1,"Battery, acoustic tuning, waterproofing, certifications, and chipset drive cost. Modifiers: 5-count/set adjustment. Tariff and freight assumptions are illustrative and require current validation.","iPhone Charger Block, Plug in Phone Charger, UorMe 2.1A 5V Dual Port USB Wall Charger Travel Charging Cube Box for iPhone 13 12 SE 11/XR/X, Samsung Galaxy S22/S21/S20+USB Charging Block SpecificationMaterial: ABS and PCInput: AC100-240V 50/60Hz 0.5A( U.S and Worldwide Standard )Output: DC 5V, 2100mAFeatures:USB plugs for wall outlet allows for Easy Storage and Convenience.High-Grade Materials, Strict Testing, Auto-Shutoff and Multiple Fail Safe ProtectionUSB charging blocks is applicable for vol",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
916,Amazon,Bright Data Amazon products sample,B07L8L39RX,https://www.amazon.com/Native-Union-Wireless-Charger-Terrazzo/dp/B07L8L39RX,Native Union Dock Wireless Charger Terrazzo Edition - [Qi Certified] 10W Fast Charging and Versatile Stand Compatible with iPhone 11/11 Pro/11 Pro Max (Rose),Native Union,Nat███ Un███ St██████,29.99,USD,Cell Phones & Accessories > Accessories > Chargers & Power Adapters > Charging Stations,,4.9895119999999995,7.09 x 5.9 x 1.6 inches,https://m.media-amazon.com/images/I/61lMsbRgU5L.__AC_SX300_SY300_QL70_FMwebp_.jpg,2023-09-10 00:00:00.000,Estimated,Electronics,USB charger or power adapter,Keyword/category match: power adapter,Low,1000,2.42,4.62,8.25,0.45,0.26,3,2.81,5.49,10.04,15.0,3.5,5.0,14.99,15.0,50.0,"Safety certification, chipset, GaN, plugs, cable, and warranty affect cost. Modifiers: premium/heavy-duty specification. Tariff and freight assumptions are illustrative and require current validation.","About this item HIGH SPEED WIRELESS CHARGING DOCK: Wireless charging dock for Qi enabled devices up to 10W, supports iPhone fast-charging up to 7.5W FOR WIRELESS COMPATIBLE DEVICES: iPhone 11, iPhone 11 Pro, iPhone Pro Max, iPhone SE (2022), iPhone 8 or later. AirPods(Pro) wireless charging case. Google Pixel 5, Samsung Galaxy Z Flip 3, Z Fold 3, S21+, S21 Ultra, S21, Note 20, Sony Xperia 1 III, OnePlus 9, OnePlus 9 Pro. All other Qi wireless-enabled devices HAND-CRAFTED ITALIAN LEATHER: Featuri",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
917,Amazon,Bright Data Amazon products sample,B08BWNHWTJ,https://www.amazon.com/Power-Theory-Screen-Protector-Samsung/dp/B08BWNHWTJ,"Power Theory Designed for Samsung Galaxy S10 PLUS Screen Protector [Not Glass], Easy Install Kit, Case Friendly, Full Cover, Flexible Film Anti Scratch, 2 Pack",Power Theory,Pow███The███,15.95,USD,"Cell Phones & Accessories > Accessories > Maintenance, Upkeep & Repairs > Screen Protectors",,0.6520385,"15.99""L x 8.99""W",https://m.media-amazon.com/images/I/81CgQVSFs4L.__AC_SX300_SY300_QL70_FMwebp_.jpg,2023-09-10 00:00:00.000,Estimated,Electronics,Phone screen protector,Keyword/category match: screen protector,Medium,1000,0.17,0.62,2.06,0.2,0.06,3,0.28,0.91,2.8,15.0,3.5,5.0,7.6,8.35,52.4,"Material, coating, applicator, pack count, and packaging affect cost. Modifiers: 2-count/set adjustment. Tariff and freight assumptions are illustrative and require current validation.","About this item PERFECT FIT FOR GALAXY S10 PLUS - Precise laser cutting that provides Full Coverage fitting the curved edges of your phone while being compatible with most cases. ULTRA TOUGH PROTECTION - Maintain your resale value & protect your phone from scratches, cracks and dirt. Please note this is a non-glass screen protector created with armor grade thremoplastic polyurethane (TPU) that allows a full coverage of the curved edges of your phone with maximum scratch resistance. This film fea",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
918,Amazon,Bright Data Amazon products sample,B00QVMCVA8,https://www.amazon.com/dp/B00QVMCVA8?language=en_US&currency=USD,"Accusize Industrial Tools No 10-10A Conbination H.S.S. Keyway Broach Sets in Fitted Box, 5100-0012",Accusize Industrial Tools,,368.0,USD,Industrial & Scientific > Cutting Tools > Broaches,,6200.60264,‏  ‎ 14.57 x 3.54 x 16.14 inches; 13.67 Pounds,https://images-na.ssl-images-amazon.com/images/I/41dSAfxuSYL._SY445_SX342_QL70_ML2_.jpg,2022-09-21 00:00:00.000,Estimated,Generic,Small metal product,Broad source category: Industrial & Scientific > Cutting Tools > Broaches,Low,1000,1.36,5.45,18.15,0.6,2.2,5,2.22,8.66,28.72,15.0,12.0,5.0,94.26,273.74,74.4,"Metal, weight, process, tolerances, and finish are unknown. Tariff and freight assumptions are illustrative and require current validation.","Accusize Industrial Tools Accusize, born in Canada, in 2008, serves metalworking customers with measuring tools, cutting tools, and machine tool accessories. Previous page Accusize Industrial Tools was born in Toronto, Canada, in 2008. We serve metalworking customers with quality measuring tools, cutting tools, and machine tool accessories as a Canadian distributor. Helping machinists save time and cost and delivering satisfaction to customers. Tools and Accessories for milling machines Milling ",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
919,Amazon,Bright Data Amazon products sample,B072HC3QH4,https://www.amazon.com/Ringside-Apex-Double-Black-White/dp/B072HC3QH4,"Ringside Ringside Apex Double End Bag, Black/White, 7""",Ringside,Ama███.co███,48.49,USD,Sports & Outdoors > Sports > Other Sports > Boxing > Punching Bags > Double-End Bags,,453.592,9.61 x 6.46 x 3.94 inches,https://m.media-amazon.com/images/I/510nJokRfjL.__AC_SX300_SY300_QL70_FMwebp_.jpg,2023-08-22 00:00:00.000,Estimated,Jewelry,Fashion ring,Keyword/category match:  ring ,Low,1000,0.54,2.0,5.45,0.35,0.12,6,0.79,2.61,6.94,15.0,4.75,5.0,17.06,31.43,64.8,"Metal, size range, stones, and plating affect cost. Tariff and freight assumptions are illustrative and require current validation.",About this item The Apex Double End Bag provides the opportunity to perfect both offense and defense as one of the only training bags that actually punches back Made of shimmering leather construction that is as flashy as it is durable Complete with 4 1/2 inch long riveted top and bottom straps to keep the cable connectors out of the striking area for safety Double end bag comes complete with two cables and a rubber bladder included Punch your way to the ring with a little competition with this ,https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
